"﻿";"„STILL INS NEUE JAHR“";"Meditationszentrum Buddhayana";"2009-12-30";"charlie_pils";"charlie_pils"
;"„WARUM SIND WIR NICHT EINFACH GKÜCKLICH?“";"Buddha-Haus Allgäu";"2010-02-13";"charlie_pils";"charlie_pils"
;"„MEDITATION & YOGA: ZEIT FÜR DICH SELBST“";"Zentrum für Yoga und Meditation Füssen";"2010-03-05";"charlie_pils";"charlie_pils"
;"„DAS LEBEN VERSTEHEN – DIE LIEBE LEBEN“";"Meditationszentrum Buddhayana";"2010-03-27";"charlie_pils";"charlie_pils"
;"„EINHEIT MIT ALLEM LEBEN“";"Meditationszentrum Buddhayana";"2010-05-29";"charlie_pils";"charlie_pils"
;"„MEDITATION & YOGA: ZEIT FÜR DICH SELBST“";"Seminarzentrum Riederalp";"2010-06-10";"charlie_pils";"charlie_pils"
;"„BEFREIUNG HIER UND JETZT“";"Haus der Stille";"2010-08-07";"charlie_pils";"charlie_pils"
;"„SEI EINFACH STILL ...“";"Buddha-Haus Allgäu";"2010-09-02";"charlie_pils";"charlie_pils"
;"„MIT DEM HERZEN VERSTEHEN“";"Töpferhof Hensellek";"2010-10-31";"charlie_pils";"charlie_pils"
